holder_id,gross_interest_reported,first_name,last_name,nino,date_of_birth,address_line_1,town,postcode
H0038878,1691.96,Jaspreet,Nowak,YK858316A,1963-01-01,225 Jubilee Terrace,Cardiff,CF28 1BN
H0038879,397.09,Dev,Pemberton,YC157255C,1949-04-17,158 Eastgate,Bristol,BS32 3FE
H0038880,338.05,Brian,Lindqvist,WK733229A,1988-07-15,204 Dovecote Lane,Birmingham,B24 5UD
H0038881,2813.4,Lucy,Nowak,TW241179C,1943-07-06,192 Granby Row,Newcastle upon Tyne,NE38 3YE
H0038882,1455.78,Imogen,Iqbal,JN323368D,1999-11-07,121 Jubilee Terrace,Leeds,LS5 3WF
H0038883,182.9,Farid,Thackeray,GG326329B,1959-05-20,87 Bramley Road,Leeds,LS3 2DQ
H0038884,6225.62,Quentin,Sinclair,YP232275D,2001-06-05,58 Dovecote Lane,Norwich,NR5 9LB
H0038885,413.72,Dev,Eriksson,BY149014B,1944-04-21,41 Fenwick Street,Cardiff,CF20 5GP
H0038886,670.2,Dev,Zielinski,PP281018A,1947-05-27,,Manchester,M23 6PF
H0038887,561.48,Jaspreet,Chowdhury,LC572968C,1992-04-21,49 Granby Row,Cardiff,CF29 5LL
H0038888,662.33,Jaspreet,Bhatt,ES215819D,,138 Alder Way,Sheffield,S12 5QE
H0038889,67.35,Imogen,Jenkins,ZW586183D,1966-08-26,41 Alder Way,Leeds,LS9 4AU
H0038890,4764.91,Xiuying,Kaur,LT951107C,,143 Dovecote Lane,Norwich,NR2 6LX
H0038892,3833.18,Eleanor,Doyle,JE591945D,1983-12-24,131 Bramley Road,Manchester,M13 7ZA
H0038893,168.37,Kwame,Jenkins,EH644584D,1961-07-10,99 Eastgate,Norwich,NR26 9JA
H0038894,2820.54,Jaspreet,Whitfield,TL930599B,1941-08-27,46 Dovecote Lane,Glasgow,G1 5UR
H0038895,218.78,Yusuf,Nowak,ZM476346D,1985-10-22,99 Dovecote Lane,Newcastle upon Tyne,NE26 6SA
H0038896,946.2,Hamish,Bhatt,MJ534853D,1959-03-20,135 Ivywood Crescent,Nottingham,NG11 1WA
H0038897,1841.7,Mohammed,Nowak,GS335896B,1968-02-21,211 Ivywood Crescent,Cardiff,CF38 9YT
H0038898,1912.23,Oluwaseun,Okonkwo,GS868760D,1958-11-18,146 Alder Way,Glasgow,G9 2ES
H0038899,3588.74,Mohammed,Bhatt,CP881971B,1966-04-01,238 Alder Way,Newcastle upon Tyne,NE17 6RY
H0038900,1027.45,Aisha,Thackeray,JW661741C,1961-08-19,210 Ivywood Crescent,Cardiff,CF20 3DB
H0038901,2587.8,Rosalind,Fitzgerald,PP741128C,1957-10-06,200 Fenwick Street,Norwich,NR22 3TR
H0038902,3545.18,Lucy,Doyle,RW650759D,1999-08-12,153 Cathedral Close,Glasgow,G25 5UR
H0038903,1999.01,Eleanor,Quinn,TL017573C,1981-07-14,97 Ivywood Crescent,Nottingham,NG4 8AT
H0038904,255.43,Zainab,Lindqvist,TR375941B,1941-03-08,94 Cathedral Close,Newcastle upon Tyne,NE27 8FT
H0038905,1948.43,Imogen,Thackeray,KS615578B,1956-04-13,58 Eastgate,Sheffield,S27 1WG
H0038906,1925.24,Niamh,Whitfield,CK294835B,1955-07-13,129 Fenwick Street,Norwich,NR39 6LY
H0038907,608.56,Grace,Lindqvist,GS999645B,1962-08-07,183 Fenwick Street,Newcastle upon Tyne,NE15 2TF
H0038909,1368.95,Zainab,Ubadike,XH520356B,1955-04-19,178 Alder Way,Leeds,LS5 4NF
H0038910,2449.52,Farid,Iqbal,JA902725C,1957-04-06,84 Hollybank Avenue,Leeds,LS23 9JT
H0038911,1922.35,Niamh,Thackeray,EY831846A,1965-08-06,189 Ivywood Crescent,Norwich,NR32 7BZ
H0038912,774.04,Tara,Ubadike,ZM929887A,2005-08-26,9 Hollybank Avenue,Norwich,NR9 1QY
H0038914,1127.62,Grace,Chowdhury,BZ391043B,1993-03-03,68 Bramley Road,Birmingham,B32 7UT
H0038915,372.21,Yusuf,Eriksson,GG459167D,2005-01-24,23 Dovecote Lane,Leeds,LS9 7HB
H0038916,1610.21,Priya,Yates,BW400546B,1972-01-07,84 Alder Way,Sheffield,S1 7SN
H0038917,1858.19,Farid,Rahman,HN020323B,1982-04-30,229 Ivywood Crescent,Newcastle upon Tyne,NE1 2NP
H0038919,2350.15,Catherine,Xu,EB602444D,1995-07-03,146 Alder Way,Manchester,M14 4LH
H0038921,668.63,Imogen,Bhatt,MT463800C,1966-01-12,8 Alder Way,Birmingham,B12 5NL
H0038922,2262.14,Catherine,Quinn,JY953712A,1969-04-24,60 Alder Way,Nottingham,NG22 9HG
H0038923,327.1,Brian,Quinn,TZ920200D,1999-10-30,226 Eastgate,Cardiff,CF15 1LA
H0038924,208.37,Sanjay,Iqbal,CN654387C,1974-01-06,68 Alder Way,Bristol,BS7 5UL
H0038925,1830.23,Farid,Xu,XA695676D,1944-01-09,218 Ivywood Crescent,Birmingham,B29 1EY
H0038926,3298.56,Grace,Okonkwo,HE889584A,,61 Eastgate,Sheffield,S38 1BU
H0038927,3326.24,Rosalind,Xu,WH037120B,1988-03-25,76 Hollybank Avenue,Leeds,LS33 8GE
H0038928,5760.28,Jaspreet,Yates,TW488993A,1947-02-01,168 Hollybank Avenue,Sheffield,S1 1TJ
H0038929,3786.79,Priya,Jenkins,AK025154A,1994-06-18,229 Jubilee Terrace,Manchester,M27 7ZF
H0038930,921.93,Sanjay,Yates,CH979372B,1984-08-06,36 Jubilee Terrace,Newcastle upon Tyne,NE22 6PT
H0038931,2167.38,Jaspreet,Eriksson,YR521295C,2001-08-13,219 Hollybank Avenue,Newcastle upon Tyne,NE40 1BD
H0038932,1919.42,Mohammed,Quinn,EX318202A,,26 Hollybank Avenue,Glasgow,G9 6DA
H0038933,417.69,Sanjay,Vasquez,BX770546C,1940-11-27,202 Hollybank Avenue,Bristol,BS38 6WP
H0038934,6702.72,Lucy,Xu,NL857264A,2001-03-29,34 Granby Row,Nottingham,NG14 6XH
H0038935,1535.73,Zainab,Kaur,GY046993B,1996-07-17,78 Cathedral Close,Manchester,M3 6PS
H0038936,1098.08,Catherine,Rahman,OE397186A,1945-04-23,104 Hollybank Avenue,Bristol,BS9 9AP
H0038937,1494.04,Xiuying,Thackeray,GS671049C,1977-11-10,33 Hollybank Avenue,Birmingham,B34 6NT
H0038938,393.48,Mohammed,Kaur,AY595951C,1963-07-31,111 Ivywood Crescent,Leeds,LS6 4FN
H0038939,1675.74,Rosalind,Rahman,HJ150904A,1983-09-06,41 Cathedral Close,Norwich,NR6 8QL
H0038940,42.87,Sanjay,Zielinski,ZP147107D,1967-05-05,226 Alder Way,Cardiff,CF20 5JA
H0038941,2742.98,Zainab,Xu,RX805703A,1952-09-27,183 Bramley Road,Birmingham,B16 9LD
H0038942,4022.4,Ualan,Mensah,XS219972B,1996-06-16,89 Granby Row,Norwich,NR26 5EP
H0038943,1882.58,Ualan,Rahman,JA455900D,1958-03-08,91 Cathedral Close,Leeds,LS21 4AD
H0038944,3399.0,Eleanor,Bhatt,RH306837B,1995-05-20,148 Fenwick Street,Manchester,M20 8DQ
H0038945,451.33,Grace,Iqbal,SY734403A,1947-03-25,89 Bramley Road,Bristol,BS27 5ZX
H0038946,765.59,Oluwaseun,Doyle,BE209332D,1954-06-29,140 Hollybank Avenue,Sheffield,S30 3TX
H0038947,2130.62,William,Zielinski,BZ735375D,1948-08-30,203 Alder Way,Bristol,BS32 1DH
H0038948,5909.66,Rosalind,Zielinski,CK120715D,1989-10-11,123 Cathedral Close,Glasgow,G19 8GP
H0038950,733.19,Hamish,Okonkwo,XZ921034A,2000-02-25,188 Alder Way,Bristol,BS11 6QG
H0038951,3435.27,Verity,Abbott,JJ973686A,1988-10-24,75 Eastgate,Nottingham,NG12 8FN
H0038952,9156.58,Quentin,Fitzgerald,ZC880369D,,166 Hollybank Avenue,Leeds,LS9 1BH
H0038953,2988.0,Ualan,Vasquez,HL978005A,1971-01-09,11 Jubilee Terrace,Cardiff,CF20 4GY
H0038954,1613.54,Farid,Vasquez,OK399677A,1941-07-08,81 Ivywood Crescent,Newcastle upon Tyne,NE11 3LN
H0038955,4836.69,Eleanor,Xu,XE818917C,1988-03-14,170 Jubilee Terrace,Newcastle upon Tyne,NE28 7HF
H0038956,534.72,Oluwaseun,Chowdhury,GY232545D,1941-09-11,234 Granby Row,Nottingham,NG39 4ER
H0038957,4814.85,Niamh,Vasquez,EJ858290C,1996-12-19,75 Ivywood Crescent,Manchester,M5 8DZ
H0038958,248.6,Farid,Hargreaves,MG561689D,1978-12-17,62 Bramley Road,Glasgow,G19 7HR
H0038959,3470.47,Rosalind,Quinn,BM406908B,1963-03-15,169 Cathedral Close,Sheffield,S9 4FU
H0038960,4317.56,Quentin,Xu,BB458583B,1994-11-23,54 Ivywood Crescent,Nottingham,NG19 9UF
H0038961,361.6,Sanjay,Jenkins,ZW918792D,1972-05-18,203 Ivywood Crescent,Glasgow,G38 9NF
H0038962,1722.44,Hamish,Mensah,CP453351B,1999-04-01,67 Cathedral Close,Manchester,M22 7UA
H0038963,55.36,Verity,Rahman,KS784631D,1979-06-06,238 Hollybank Avenue,Glasgow,G40 9FL
H0038964,3647.27,Catherine,Jenkins,ZS645533C,1995-05-12,127 Granby Row,Glasgow,G3 9HT
H0038965,153.59,Hamish,Quinn,BZ277769D,1988-06-18,138 Ivywood Crescent,Manchester,M16 4GJ
H0038966,2196.96,Dev,Abbott,CT950354D,1952-09-23,36 Ivywood Crescent,Leeds,LS19 9JT
H0038967,4312.97,Yusuf,Thackeray,HL080661C,1944-04-11,80 Cathedral Close,Bristol,BS28 4YP
H0038968,800.89,Hamish,Okonkwo,OW484695D,1957-08-11,30 Bramley Road,Birmingham,B34 7NP
H0038969,396.84,Sanjay,Ubadike,OT872345C,1959-06-13,78 Jubilee Terrace,Cardiff,CF10 6HX
H0038970,2834.48,Hamish,Hargreaves,KT294737A,1985-07-19,56 Dovecote Lane,Glasgow,G3 8LJ
H0038971,685.33,Imogen,Okonkwo,HT386203B,1960-01-24,235 Jubilee Terrace,Newcastle upon Tyne,NE5 9JS
H0038972,1603.96,Grace,Okonkwo,ZC002934C,1973-04-15,7 Fenwick Street,Bristol,BS4 8JL
H0038973,506.5,Kwame,Okonkwo,XZ545997A,1950-02-28,11 Hollybank Avenue,Glasgow,G20 1PJ
H0038975,860.65,Hamish,Lindqvist,XC668677A,1967-09-23,239 Bramley Road,Sheffield,S19 1HP
H0038977,3430.24,Verity,Kaur,PK384015B,1948-12-15,38 Granby Row,Nottingham,NG18 9RS
H0038978,4100.97,Quentin,Thackeray,RL841808D,1957-08-08,191 Granby Row,Cardiff,CF17 4HU
H0038979,34.97,Zainab,Nowak,KA619880B,1950-09-06,122 Eastgate,Leeds,LS30 9LW
H0038980,1683.88,Verity,Rahman,MN809425A,1985-07-30,16 Bramley Road,Norwich,NR37 9ZH
H0038981,2619.86,Ualan,Xu,OB315804B,1970-12-19,51 Granby Row,Nottingham,NG13 9HH
H0038982,5791.55,Farid,Abbott,AN541610A,1942-11-24,62 Eastgate,Cardiff,CF28 9ZD
H0038983,2232.99,Farid,Kaur,NY520412B,1997-03-30,158 Eastgate,Sheffield,S21 2RL
H0038985,3276.84,Dev,Nowak,JZ267210D,1966-06-22,142 Dovecote Lane,Cardiff,CF36 8DS
H0038986,2284.81,Verity,Yates,PA819597C,,80 Fenwick Street,Nottingham,NG35 7BH
H0038988,1944.66,Tara,Gill,YT636833C,1989-12-02,185 Ivywood Crescent,Norwich,NR13 8GQ
H0038990,1381.92,Oluwaseun,Pemberton,XM751959A,1982-07-21,50 Jubilee Terrace,Birmingham,B11 3SP
H0038992,23.34,Catherine,Quinn,JX734465D,1996-09-03,9 Ivywood Crescent,Birmingham,B19 2FS
H0038993,1398.46,Brian,Yates,TY248967B,1970-11-24,79 Eastgate,Glasgow,G22 1FD
H0038994,5355.43,Oluwaseun,Iqbal,NP622131A,1961-01-12,200 Cathedral Close,Bristol,BS28 4AU
H0038995,8309.29,Imogen,Lindqvist,AT440575D,1970-01-21,153 Jubilee Terrace,Bristol,BS15 4DL
H0038996,4247.86,Jaspreet,Eriksson,GX363093B,1992-06-27,145 Ivywood Crescent,Manchester,M11 4LP
H0038997,2366.7,Imogen,Ubadike,PP590138D,1976-08-02,193 Alder Way,Glasgow,G38 8QZ
H0038998,2819.7,Aisha,Vasquez,KT520281A,1996-06-17,25 Bramley Road,Leeds,LS6 2UX
H0038999,4714.47,Eleanor,Jenkins,SP278059D,1977-09-09,159 Cathedral Close,Norwich,NR22 3DZ
H0039000,565.43,Zainab,Quinn,LZ745099D,1958-01-22,54 Alder Way,Nottingham,NG35 1QW
H0039001,430.9,Ualan,Zielinski,SG397716C,1973-01-15,57 Hollybank Avenue,Nottingham,NG28 3LH
H0039002,2825.78,William,Xu,TS216539D,1949-02-06,115 Jubilee Terrace,Manchester,M11 3YY
H0039003,19.24,Dev,Doyle,RL154681D,1990-07-25,139 Fenwick Street,Nottingham,NG14 5DB
H0039004,506.46,Aisha,Whitfield,YC847890B,1963-05-30,194 Ivywood Crescent,Sheffield,S14 8WX
H0039005,10.36,Kwame,Lindqvist,RA573903C,1953-11-01,33 Dovecote Lane,Glasgow,G20 1QH
H0039006,1260.62,Aisha,Whitfield,NY714077B,2003-07-02,162 Cathedral Close,Sheffield,S39 5EF
H0039007,629.26,Aisha,Abbott,GR264973B,1969-10-14,217 Alder Way,Sheffield,S15 2EL
H0039009,4051.76,Dev,Rahman,BB630295A,1972-05-06,212 Ivywood Crescent,Norwich,NR24 9LN
H0039010,1086.51,Kwame,Gill,OR389574D,1950-05-17,19 Alder Way,Leeds,LS28 7GL
H0039011,11.57,Zainab,Bhatt,MG197796D,1970-06-29,98 Granby Row,Cardiff,CF11 5TQ
H0039012,2708.05,Hamish,Ubadike,LJ104989D,1945-12-29,7 Jubilee Terrace,Manchester,M22 1XN
H0039013,317.7,Imogen,Ubadike,MZ826945B,1959-03-09,218 Cathedral Close,Nottingham,NG35 5XQ
H0039014,3378.28,Xiuying,Doyle,OB310443B,2002-09-12,207 Dovecote Lane,Birmingham,B40 1AW
H0039015,3097.12,Catherine,Fitzgerald,RM307208A,1969-07-23,187 Granby Row,Sheffield,S1 1TX
H0039018,528.55,Catherine,Iqbal,TK043834C,1947-01-03,25 Alder Way,Glasgow,G22 8EE
H0039020,1583.8,William,Kaur,ZH965626C,1941-06-21,199 Cathedral Close,Nottingham,NG20 7FX
H0039021,2.48,Hamish,Mensah,XW517245B,1978-05-11,13 Cathedral Close,Norwich,NR24 9SY
H0039022,3518.91,Mohammed,Ubadike,TG332160A,1979-12-17,98 Eastgate,Newcastle upon Tyne,NE19 8RA
H0039023,3112.07,Niamh,Iqbal,LZ356298C,1983-03-11,13 Jubilee Terrace,Norwich,NR15 1NT
H0039024,4408.69,Sanjay,Iqbal,ZP782962C,1942-09-12,83 Ivywood Crescent,Leeds,LS23 7LE
H0039025,4808.31,William,Eriksson,YY571695A,1941-05-21,57 Ivywood Crescent,Norwich,NR21 6UH
H0039026,276.97,Eleanor,Hargreaves,PW535019C,1996-03-26,20 Ivywood Crescent,Nottingham,NG29 8JG
H0039027,1224.05,Aisha,Xu,OT958877C,1982-08-26,62 Ivywood Crescent,Bristol,BS6 8XB
H0039028,33.44,Rosalind,Fitzgerald,OY170452C,1944-02-24,31 Alder Way,Cardiff,CF9 5GW
H0039029,3353.25,Priya,Quinn,GA369894A,1953-07-31,22 Ivywood Crescent,Nottingham,NG16 6HS
H0039030,1731.66,Farid,Fitzgerald,TM019609A,,102 Eastgate,Sheffield,
H0039031,3291.8,Yusuf,Xu,TJ314325D,1982-05-10,29 Cathedral Close,Glasgow,G29 9BW
H0039032,724.29,Tara,Fitzgerald,TG528945D,1942-05-30,193 Jubilee Terrace,Manchester,M23 4FT
H0039033,2.55,Lucy,Chowdhury,WL663428B,1956-05-08,82 Jubilee Terrace,Glasgow,G4 2SE
H0039034,5128.9,Mohammed,Hargreaves,YC178378C,1955-08-01,189 Fenwick Street,Norwich,NR5 9DU
H0039035,51.72,Quentin,Pemberton,OJ530795A,2000-01-08,126 Jubilee Terrace,Birmingham,B10 5AW
H0039037,7730.83,Grace,Quinn,MW909755B,1948-02-21,77 Granby Row,Manchester,M9 2TJ
H0039038,1229.93,Grace,Iqbal,OH815131B,1959-10-28,76 Hollybank Avenue,Nottingham,NG35 4WH
H0039039,1834.31,Kwame,Zielinski,HR855032B,1990-02-28,73 Jubilee Terrace,Nottingham,NG36 4PY
H0039040,7308.73,Oluwaseun,Sinclair,WK689286C,1968-09-08,127 Alder Way,Nottingham,NG17 8FD
H0039041,689.63,Grace,Gill,BY898405C,1952-02-06,208 Bramley Road,Bristol,BS13 6ES
H0039043,507.42,Catherine,Lindqvist,XT553693A,1976-12-04,107 Eastgate,Birmingham,B28 8AT
H0039044,513.98,Priya,Gill,HC077187A,1982-06-01,16 Cathedral Close,Newcastle upon Tyne,NE22 1EL
H0039046,40.75,Mohammed,Ubadike,KW766589B,1977-04-21,145 Eastgate,Sheffield,S29 3FX
H0039047,55.51,Grace,Chowdhury,OK612617B,1952-04-14,234 Fenwick Street,Manchester,M39 8RZ
H0039048,3977.26,Oluwaseun,Quinn,NG404461D,2002-08-06,53 Jubilee Terrace,Manchester,M15 8ZA
H0039049,1261.24,Xiuying,Chowdhury,CT799106B,1964-08-12,160 Eastgate,Norwich,NR8 4PY
H0039050,6642.08,Grace,Gill,NR437602D,1942-12-22,8 Fenwick Street,Glasgow,G8 8AD
H0039051,2039.39,Mohammed,Eriksson,OX648572C,1951-05-19,136 Hollybank Avenue,Newcastle upon Tyne,NE23 6ZJ
H0039052,509.55,Eleanor,Eriksson,ZP435636C,1994-05-11,58 Jubilee Terrace,Manchester,M24 4TB
H0039053,4086.94,Yusuf,Hargreaves,KA021148D,1995-02-28,54 Eastgate,Birmingham,B23 9BZ
H0039054,2881.92,Verity,Lindqvist,EM292900C,2000-03-04,234 Dovecote Lane,Sheffield,S9 8HH
H0039055,2075.37,Rosalind,Chowdhury,TS569659B,1959-06-04,195 Granby Row,Glasgow,G3 3WH
H0039056,966.45,Mohammed,Chowdhury,ES158680C,2002-07-20,167 Jubilee Terrace,Newcastle upon Tyne,NE24 1NY
H0039057,138.41,Xiuying,Rahman,OY858986D,1971-07-05,31 Ivywood Crescent,Leeds,LS27 9DS
H0039059,2216.01,William,Xu,HX356891C,2003-07-31,232 Ivywood Crescent,Nottingham,NG34 8UA
H0039060,1873.88,Hamish,Ubadike,YK712376B,1945-03-02,120 Hollybank Avenue,Cardiff,CF35 2HA
H0039061,1239.77,Dev,Whitfield,NY472371D,1944-01-01,237 Hollybank Avenue,Leeds,LS16 6PE
H0039062,657.81,Priya,Bhatt,ZC709216A,1960-01-19,163 Dovecote Lane,Birmingham,B36 8FD
H0039063,1.45,Oluwaseun,Zielinski,BY507612A,1954-09-03,116 Alder Way,Sheffield,S39 6WU
H0039064,2240.11,Brian,Thackeray,LH111069C,1950-04-28,63 Cathedral Close,Glasgow,G27 6SA
H0039065,233.94,Tara,Kaur,WN303580A,1958-10-05,194 Ivywood Crescent,Glasgow,G2 1EQ
H0039067,2118.42,Niamh,Okonkwo,PZ957999D,1955-07-28,29 Alder Way,Nottingham,NG14 4HD
H0039068,4305.18,Catherine,Hargreaves,RH969077C,1991-07-13,193 Alder Way,Glasgow,G27 2EW
H0039069,1969.56,Niamh,Sinclair,AH105459D,1959-04-09,119 Hollybank Avenue,Glasgow,G21 5RB
H0039070,209.65,Niamh,Thackeray,EX700657C,1940-01-19,177 Alder Way,Sheffield,S31 7JB
H0039071,534.64,William,Kaur,CL989266C,1974-03-31,6 Hollybank Avenue,Norwich,NR21 9ZR
H0039073,187.36,Xiuying,Jenkins,LE596737D,1962-05-08,189 Granby Row,Cardiff,CF28 7YJ
H0039074,3371.61,Niamh,Lindqvist,NE787279A,1967-03-17,171 Alder Way,Leeds,LS20 8QE
H0039075,4039.07,Lucy,Hargreaves,ZM010947C,1999-08-23,181 Granby Row,Birmingham,B13 2PW
H0039076,1200.77,Ualan,Quinn,PP830184D,1966-02-05,147 Alder Way,Bristol,BS26 2SL
H0039077,323.92,Quentin,Thackeray,YW169328A,1992-04-18,173 Granby Row,Birmingham,B19 4RL
H0039078,2359.14,Tara,Bhatt,AE437535D,1958-07-04,224 Granby Row,Newcastle upon Tyne,NE11 2FD
H0039079,3609.07,Xiuying,Eriksson,RJ605711D,1973-02-05,116 Hollybank Avenue,Leeds,LS9 9SE
H0039080,760.58,Oluwaseun,Eriksson,OJ521864A,1969-07-26,172 Jubilee Terrace,Sheffield,S14 4UB
H0039081,9223.12,Brian,Chowdhury,ML064431C,1972-09-29,219 Hollybank Avenue,Leeds,LS25 2HU
H0039082,5022.15,William,Yates,RN281363D,2003-08-02,77 Alder Way,Glasgow,G24 8RL
H0039083,1620.15,Dev,Iqbal,XC484825C,1996-01-18,53 Jubilee Terrace,Leeds,LS6 3SB
H0039084,2460.79,Aisha,Doyle,RR000722A,1999-09-23,122 Cathedral Close,Cardiff,CF7 2UG
H0039085,1582.4,Xiuying,Yates,AA769921D,1943-04-06,177 Eastgate,Glasgow,G24 7XG
H0039086,683.7,Niamh,Xu,NC465546D,1960-12-04,210 Ivywood Crescent,Nottingham,NG33 4NB
H0039087,800.95,Oluwaseun,Abbott,CJ464653C,1982-04-23,62 Alder Way,Bristol,BS29 6AZ
H0039088,39.84,Catherine,Chowdhury,PH283639C,1989-01-15,153 Alder Way,Nottingham,NG40 5DE
H0039089,2592.49,Brian,Okonkwo,AJ865533B,1965-02-03,71 Granby Row,Manchester,M9 8DZ
H0039090,98.06,Yusuf,Ubadike,PA468237A,1951-07-01,62 Ivywood Crescent,Nottingham,NG31 6WT
H0039091,4134.04,Sanjay,Sinclair,YK770885D,1991-10-16,151 Fenwick Street,Cardiff,CF6 8UQ
H0039092,6566.38,Verity,Chowdhury,OB308082C,1941-04-04,92 Cathedral Close,Glasgow,G24 6FL
H0039093,4792.26,Aisha,Thackeray,OK813531D,1975-04-07,106 Granby Row,Sheffield,S32 6TA
H0039094,2233.93,Priya,Rahman,EC286774C,2004-10-14,189 Jubilee Terrace,Norwich,NR31 6RU
H0039096,4472.77,Dev,Ubadike,MH906137B,1960-09-16,182 Ivywood Crescent,Nottingham,NG11 9GU
H0039097,2124.47,Yusuf,Mensah,OR369407A,1959-02-24,206 Granby Row,Norwich,NR25 1XS
H0039098,2433.76,Oluwaseun,Jenkins,WB858706B,1975-09-29,197 Jubilee Terrace,Cardiff,CF9 9AA
H0039099,4089.97,Kwame,Whitfield,YM708584D,1969-05-17,52 Jubilee Terrace,Manchester,M15 3QW
H0039101,551.14,Kwame,Fitzgerald,SW833163B,1974-05-22,162 Eastgate,Newcastle upon Tyne,NE19 6GN
H0039102,1396.0,Ualan,Rahman,YZ638058C,2004-07-08,98 Granby Row,Sheffield,S28 8BR
H0039103,227.44,Rosalind,Zielinski,PH031279B,1988-09-22,172 Ivywood Crescent,Nottingham,NG40 9JY
H0039104,325.71,Imogen,Bhatt,OE360768C,1978-10-18,9 Alder Way,Norwich,NR27 7EN
H0039105,1592.75,Quentin,Whitfield,EX006978D,1997-02-26,30 Fenwick Street,Glasgow,G2 1YW
H0039106,68.0,Yusuf,Kaur,OW774767A,1962-02-27,134 Ivywood Crescent,Leeds,LS1 7QS
H0039107,252.73,Catherine,Eriksson,XJ690348D,1969-08-15,56 Fenwick Street,Nottingham,NG32 7EF
H0039109,681.69,Verity,Quinn,GC269669A,1982-12-26,122 Granby Row,Glasgow,G21 1WH
H0039110,770.54,Farid,Abbott,BS294987C,1952-04-28,140 Bramley Road,Glasgow,G24 6XA
H0039111,31.82,Catherine,Okonkwo,KA987360C,1959-09-16,112 Fenwick Street,Cardiff,CF3 9XJ
H0039112,669.0,Jaspreet,Jenkins,YN032753A,1999-12-03,127 Cathedral Close,Newcastle upon Tyne,NE10 3ZT
H0039113,3499.18,Jaspreet,Lindqvist,EC989362C,1979-09-29,69 Eastgate,Norwich,NR7 4XB
H0039114,953.33,Brian,Bhatt,MC428512D,1985-11-13,186 Hollybank Avenue,Birmingham,B24 1BL
H0039115,792.34,Priya,Thackeray,ZL062392C,2005-04-09,60 Granby Row,Manchester,M22 8DP
H0039116,7849.0,Kwame,Pemberton,OE478986C,1974-01-21,132 Hollybank Avenue,Birmingham,B31 2HG
H0039117,721.31,Jaspreet,Rahman,ZH144718B,1999-08-15,138 Jubilee Terrace,Sheffield,S22 9WU
H0039118,1718.56,Oluwaseun,Hargreaves,PP212893A,1983-04-22,67 Bramley Road,Bristol,BS6 1GD
H0039119,301.2,Mohammed,Whitfield,WH952590B,1961-03-12,84 Dovecote Lane,Newcastle upon Tyne,NE5 4BF
H0039120,2899.16,Verity,Fitzgerald,MJ119337D,1950-11-07,164 Jubilee Terrace,Norwich,NR16 2QS
H0039121,248.04,Grace,Lindqvist,SJ899222C,1952-04-06,38 Bramley Road,Bristol,BS19 7ZQ
H0039122,5729.97,Niamh,Yates,HA583190B,1979-05-24,79 Eastgate,Nottingham,NG29 3UB
H0039123,264.89,Kwame,Nowak,EG345429C,1959-10-26,122 Jubilee Terrace,Manchester,M14 8DS
H0039124,1308.85,Brian,Lindqvist,WM466149C,1985-03-11,65 Cathedral Close,Manchester,M37 3LP
H0039125,337.6,Priya,Kaur,TP688968A,1983-08-20,42 Hollybank Avenue,Norwich,NR36 7GR
H0039126,269.53,Quentin,Pemberton,GJ850534D,1951-11-28,58 Fenwick Street,Sheffield,S20 3FJ
H0039127,8105.03,Hamish,Lindqvist,WK032631B,1982-12-23,11 Jubilee Terrace,Birmingham,B9 3NS
H0039128,3868.94,Farid,Xu,LN142610B,1982-01-22,227 Alder Way,Manchester,M28 8DH
H0039130,5681.76,Oluwaseun,Chowdhury,RT858953C,2005-09-07,185 Dovecote Lane,Sheffield,S37 9DW
H0039131,329.1,Xiuying,Hargreaves,CT658563D,1976-04-04,96 Cathedral Close,Newcastle upon Tyne,NE29 6WJ
H0039132,546.21,Quentin,Iqbal,LP452627A,1986-12-07,154 Dovecote Lane,Birmingham,B20 5TH
H0039133,2556.91,Oluwaseun,Pemberton,AL051061B,1970-04-26,24 Hollybank Avenue,Nottingham,
H0039134,551.64,Dev,Eriksson,NA924107D,1950-01-11,171 Jubilee Terrace,Norwich,NR11 5BY
H0039135,589.22,Zainab,Bhatt,CJ711835B,1988-01-30,239 Alder Way,Sheffield,S2 7NL
H0039136,1945.22,Dev,Jenkins,LN489224C,1986-11-23,59 Dovecote Lane,Newcastle upon Tyne,NE33 9EQ
H0039138,1745.93,Kwame,Mensah,LZ942890A,1983-12-30,232 Fenwick Street,Sheffield,S39 3PQ
H0039139,931.46,Brian,Mensah,EK280218C,1962-04-12,115 Dovecote Lane,Cardiff,CF28 2TG
H0039140,1362.08,Mohammed,Bhatt,XP101179D,1962-06-16,164 Cathedral Close,Manchester,M22 8JN
H0039141,2128.31,Niamh,Eriksson,GZ819649B,1951-01-17,29 Dovecote Lane,Norwich,NR22 2UU
H0039142,1403.17,Niamh,Mensah,ES596243D,1983-04-19,83 Jubilee Terrace,Manchester,M32 4HG
H0039143,256.12,Mohammed,Bhatt,AE904390A,1981-12-21,163 Granby Row,Bristol,BS2 9WN
H0039144,509.8,Quentin,Vasquez,YM411382B,1951-03-13,125 Alder Way,Birmingham,B3 2RW
H0039145,1080.5,Niamh,Fitzgerald,AW442990C,1972-01-26,34 Alder Way,Manchester,M16 1PA
H0039146,2518.25,Eleanor,Xu,XY146845B,1943-06-18,112 Hollybank Avenue,Newcastle upon Tyne,NE35 2AS
